0,0
1,0
2,0.04
3,0.04
4,0.04
5,0
6,0.04
7,0.12
8,0.12
9,0.12
10,0.12
11,0.16
12,0.2
13,0.12
14,0.12
15,0.08
16,0.04
17,0.04
18,0.12
19,0.12
20,0.12
21,0.2
22,0.16
23,0.2
24,0.12
25,0.12
26,0.12
27,0.04
28,0.12
29,0.12
30,0.08
31,0.12
32,0.12
33,0.08
34,0.04
35,0.04
36,0.08
37,0.08
38,0.08
39,0.12
40,0.12
41,0.12
42,0.08
43,0.04
44,0.04
45,0.04
46,0
47,-0.04
48,-0.04
49,-0.08
50,-0.04
51,-0.08
52,-0.04
53,-0.04
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0.04
62,0
63,0
64,-0.04
65,-0.08
66,-0.08
67,-0.08
68,-0.08
69,-0.12
70,-0.12
71,-0.08
72,0
73,0
74,0
75,-0.08
76,-0.12
77,-0.12
78,-0.16
79,-0.16
80,-0.2
81,-0.28
82,-0.28
83,-0.2
84,-0.2
85,-0.28
86,-0.28
87,-0.24
88,-0.24
89,-0.12
90,-0.12
91,-0.08
92,-0.12
93,-0.04
94,-0.08
95,-0.08
96,-0.08
97,-0.04
98,0
99,-0.04
100,-0.08
101,-0.08
102,-0.04
103,0.08
104,0.12
105,0.16
106,0.2
107,0.24
108,0.24
109,0.24
110,0.2
111,0.12
112,0.2
113,0.16
114,0.16
115,0.16
116,0.16
117,0.16
118,0.16
119,0.16
120,0.12
121,0.04
122,0.12
123,0.12
124,0.08
125,0
126,0.12
127,-0.08
128,-0.12
129,-0.12
130,-0.2
131,-0.16
132,-0.04
133,-0.08
134,-0.08
135,-0.08
136,-0.08
137,0.04
138,0.08
139,0.08
140,0.08
141,0.12
142,0.12
143,0.16
144,0.24
145,0.2
146,0.24
147,0.2
148,0.28
149,0.28
150,0.36
151,0.36
152,0.4
153,0.4
154,0.4
155,0.4
156,0.4
157,0.36
158,0.36
159,0.32
160,0.32
161,0.28
162,0.28
163,0.32
164,0.36
165,0.36
166,0.4
167,0.48
168,0.4
169,0.44
170,0.52
171,0.44
172,0.52
173,0.56
174,0.56
175,0.56
176,0.56
177,0.56
178,0.56
179,0.56
180,0.56
181,0.56
182,0.56
183,0.56
184,0.56
185,0.6
186,0.56
187,0.64
188,0.72
189,0.68
190,0.76
191,0.76
192,0.68
193,0.72
194,0.72
195,0.68
196,0.76
197,0.76
198,0.8
199,0.76
200,0.76
201,0.76
202,0.76
203,0.8
204,0.84
205,0.76
206,0.76
207,0.76
208,0.76
209,0.76
210,0.76
211,0.8
212,0.76
213,0.76
214,0.8
215,0.84
216,0.84
217,0.84
218,0.88
219,0.8
220,0.92
221,0.92
222,0.96
223,0.92
224,0.96
225,1
226,0.88
227,0.76
228,0.76
229,0.8
230,0.76
231,0.72
232,0.76
233,0.8
234,0.8
235,0.8
236,0.8
237,0.8
238,0.8
239,0.8
240,0.8
241,0.72
242,0.8
243,0.88
244,0.84
245,0.84
246,0.8
247,0.84
248,0.8
249,0.8
250,0.76
251,0.76
252,0.76
253,0.92
254,0.92
255,0.92
256,0.92
257,0.88
258,0.88
259,0.88
260,0.92
261,0.84
262,0.84
263,0.72
264,0.72
265,0.72
266,0.72
267,0.76
268,0.76
269,0.76
270,0.68
271,0.64
272,0.64
273,0.68
274,0.76
275,0.76
276,0.76
277,0.76
278,0.76
279,0.8
280,0.8
281,0.8
282,0.76
283,0.72
284,0.72
285,0.72
286,0.72
287,0.76
288,0.76
289,0.84
290,0.88
291,0.92
292,0.92
293,0.88
294,0.8
295,0.76
296,0.8
297,0.84
298,0.84
299,0.84
300,0.88
301,0.88
302,0.84
303,0.8
304,0.8
305,0.8
306,0.8
307,0.8
308,0.76
309,0.88
310,0.84
311,0.76
312,0.76
313,0.76
314,0.68
315,0.68
316,0.68
317,0.72
318,0.72
319,0.72
320,0.72
321,0.72
322,0.76
323,0.76
324,0.64
325,0.68
326,0.68
327,0.68
328,0.64
329,0.6
330,0.56
331,0.6
332,0.6
333,0.6
334,0.6
335,0.64
336,0.64
337,0.68
338,0.72
339,0.76
340,0.76
341,0.76
342,0.76
343,0.76
344,0.76
345,0.8
346,0.8
347,0.84
348,0.88
349,0.96
350,1
351,1.04
352,1.08
353,1.08
