"V1","V2"
"1",0.0208653779805829,-0.00999999999999091
"2",0.0191505718677582,-0.0199999999999818
"3",0.0119516592550304,-0.139999999999986
"4",0.00797492473025385,-0.139999999999986
"5",0.00540380726383113,-0.164699999999925
"6",0.00808293849563979,-0.189999999999941
"7",0.0634692844699722,-0.17999999999995
"8",0.0441806430361345,-0.0699999999999363
"9",0.0481951377301121,-0.0699999999999363
"10",0.0493468045817491,-0.0953000000000657
"11",0.0370737126243547,-0.100000000000023
"12",0.0345829500225442,-0.360000000000014
"13",0.0239045353772859,-0.460000000000036
"14",0.038993057512345,-0.460000000000036
"15",0.0398791125162525,-0.409999999999968
"16",0.144955712249858,-0.379999999999995
"17",0.154668867658015,-0.120000000000005
"18",0.119708934185253,0.0299999999999727
"19",0.0960925059885578,0.0299999999999727
"20",0.0723183806617381,0.0299999999999727
"21",0.0459896637889436,0.110000000000014
"22",0.0133632392795185,0.110000000000014
"23",0.00624936076298328,0.0800000000000409
"24",0.00115372375099763,0.280000000000086
"25",-0.036229269931048,0.280000000000086
"26",-0.0257363042774617,0.0499999999999545
"27",-0.0213489537493035,0.0499999999999545
"28",-0.105411659375701,0.169999999999959
"29",-0.0732579687758105,-0.180000000000064
"30",0.00732684623479423,0
"31",-0.00140381599554745,0.150000000000091
"32",-0.049099910890361,0.150000000000091
"33",0.0413246073695487,0.0300000000000864
"34",-0.0524879066117712,0.180000000000064
"35",-0.0343435627808988,0
"36",-0.0291048985049423,0
"37",-0.022533504496192,-0.220000000000027
"38",-0.019591772911752,-0.180000000000064
"39",-0.0112800372003405,-0.0600000000000591
"40",-0.00649050718294539,-0.0600000000000591
"41",0.0932547429686464,-0.0600000000000591
"42",0.0464925581064495,0.159999999999968
"43",-0.0103880524904456,0.120000000000005
"44",-0.00103664521588676,0
"45",-0.00458550118772857,0.0759000000000469
"46",-0.011576437271721,0.0759000000000469
"47",-0.0110931305150966,0.0874999999999773
"48",-0.00643585586068349,0.0874999999999773
"49",-0.0372769599551302,-0.0399999999999636
"50",-0.0251169683917161,-0.0259000000000924
"51",-0.0257212040733306,0.00079999999991287
"52",-0.0201742205810783,-0.227499999999964
"53",0.040930212943478,-0.227499999999964
"54",-0.0109157607171334,-0.100000000000023
"55",-0.0125812839790579,-0.189999999999941
"56",0.0880606975734182,-0.216699999999946
"57",0.0580176797371893,0.115000000000009
"58",0.0459637181696769,0.115000000000009
"59",0.0392988851874332,0.115000000000009
"60",0.0308216811221134,0.230000000000018
"61",-0.0328191466526355,0.230000000000018
"62",-0.0243059539448718,0.0749999999999318
"63",-0.0232327301519125,0.122499999999945
"64",-0.0715482848711669,0.00499999999999545
"65",-0.0512319393978111,-0.110000000000014
"66",-0.0214315994483395,-0.110000000000014
"67",-0.0389607919317807,-0.0699999999999363
"68",0.0258161613984257,0.0225000000000364
"69",0.0190413492582328,-0.0500000000000682
"70",0.0188603650899441,-0.0500000000000682
"71",0.0166824903173699,-0.0500000000000682
"72",-0.047878844804742,0.799499999999966
"73",0.0498505118568203,-0.0199999999999818
"74",0.0266722829847469,0.179000000000087
"75",0.0218209560226211,-0.0889999999999418
"76",-0.357028867794178,0.0450000000000728
"77",0.064727907077588,-0.804499999999962
"78",-0.00308171517283227,-0.139999999999986
"79",0.122847026960817,-0.0790000000000646
"80",0.0281605662912063,0.278999999999996
"81",0.056168299525554,0.144999999999982
"82",0.0448254907143063,0.115000000000009
"83",-0.00130125302174342,0.159999999999968
"84",-0.0476405858189394,0.0900000000000318
"85",-0.0365091308396877,-0.07000000000005
"86",-0.0185129962383113,0
"87",-0.0311108244208902,0.0299999999999727
"88",-0.0210058792547034,0.100000000000023
"89",0.0182811474049969,0.100000000000023
"90",-0.0186555198524057,0.170000000000073
"91",-0.00967397392764782,0.0896000000000186
"92",-0.0526376494518852,0.0896000000000186
"93",-0.0367019404563032,-0.0104000000000042
"94",-0.0322503894319964,-0.170000000000073
"95",-0.0202008554030075,-0.180000000000064
"96",-0.0154881201343297,-0.169600000000059
"97",-0.00862172487970147,-0.169600000000059
"98",0.0675463775524177,-0.169600000000059
"99",0.05143367237826,-0.00999999999999091
"100",0.0436649973898894,-0.0699999999999363
"101",0.035871373682068,-0.0699999999999363
"102",0.0281565986527524,-0.199999999999932
"103",0.0175469480217272,-0.199999999999932
"104",0.042314200539737,0.0200000000000955
"105",0.0281703268069204,-0.0400000000000773
"106",0.0809319944421775,0.0900000000000318
"107",0.0573206381657542,-0.0199999999999818
"108",-0.0523659966365206,-0.0199999999999818
"109",0.0262091115183122,-0.240000000000009
"110",-0.0500549236132606,0.120000000000005
"111",0.0717829887643768,-0.170000000000073
"112",0.0413217957332025,0.229999999999905
"113",0.0406454692134832,0.240000000000009
"114",-0.0716474069474932,0.25
"115",0.0295856582491494,0.0600000000000591
"116",-0.0664629558931244,0.245000000000005
"117",-0.0504951353967197,0.0850000000000364
"118",-0.0473482670331418,0.133999999999901
"119",-0.0505428250923352,0.0699999999999363
"120",-0.0503213672273721,0.490000000000009
"121",-0.0351894711867032,0.455000000000041
"122",-0.0522247937115553,0.455000000000041
"123",-0.0119660768338007,0.396000000000072
"124",-0.217530192118287,0.450000000000045
"125",-0.140289907413153,-0.129999999999995
"126",-0.116870860729352,-0.0199999999999818
"127",-0.0905892385854484,-0.459500000000048
"128",-0.0693124829742308,-0.412000000000035
"129",0.0135038478738586,-0.0882000000000289
"130",-0.03119022031685,-0.0800000000000409
"131",0.181830942602331,-0.0600000000000591
"132",0.102184856543519,0.219500000000039
"133",-0.0537291573086454,0.121999999999957
"134",0.0231844297230045,-0.181799999999953
"135",-0.0475375811475333,0.07000000000005
"136",0.0290767006520843,-0.0969000000000051
"137",0.0314012143222831,-0.0299999999999727
"138",0.021036348008113,0.0200000000000955
"139",-0.0432359654542665,-0.0600000000000591
"140",-0.00316250670935085,-0.200000000000045
"141",0.0321181797045952,-0.133100000000013
"142",0.0181550234201993,0.0899999999999181
"143",0.0426021041990405,0.1099999999999
"144",0.0342396737884584,0.240000000000009
"145",0.0193172388185595,0.240000000000009
"146",-0.0445960552554624,0.160000000000082
"147",-0.0399294507051179,0.0300000000000864
"148",-0.0671820064779394,0.0100000000001046
"149",-0.0520640271403797,0.07000000000005
"150",-0.0151307414421318,-0.17999999999995
"151",-0.0114743753201615,-0.0900000000000318
"152",-0.00491663596780261,-0.239000000000033
"153",-0.0585324322036594,-0.239000000000033
"154",0.074991138683762,-0.369000000000028
"155",0.0307926080815714,-0.119000000000028
"156",0.0968111535057359,-0.149000000000001
"157",0.0701726893259724,0
"158",0.0607620139091964,0
"159",0.0438817190724831,0
"160",0.0319341564827222,0.0989999999999327
"161",0.019610085625377,0.0989999999999327
"162",0.0120295255262927,-0.000999999999976353
"163",0.00737816843551005,-0.000999999999976353
"164",-0.0399930992912819,-0.000999999999976353
"165",-0.0275736906692626,-0.259999999999991
"166",0.020969493087681,-0.0999999999999091
"167",0.0109213021462242,-0.229900000000043
"168",0.0106344973164547,-0.229900000000043
"169",0.0838360938986972,-0.229900000000043
"170",-0.0125120132735215,-0.0698999999999614
"171",0.102819267960468,-0.229900000000043
"172",0.0665319075262251,0
"173",0.054714695303808,0.209899999999948
"174",0.0400077743258704,0.209899999999948
"175",0.0322170237699289,0.209899999999948
"176",0.0198189510290477,0.329899999999952
"177",-0.0820267097745933,0.230000000000018
"178",-0.0566608466157712,0.0300000000000864
"179",-0.0501794385607092,0.0300000000000864
"180",-0.0957619476718712,0.0520000000000209
"181",-0.0248569914591893,-0.0839999999999463
"182",-0.0258426209423701,0.0158999999999878
"183",-0.0153342611688332,0.139900000000011
"184",-0.0190375396900095,0.139900000000011
"185",-0.00247074221747186,0.0610000000000355
"186",-0.00300449355575742,0.0439999999999827
"187",-0.0620199417056654,0.134000000000015
"188",-0.0420339485760441,9.99999999748979e-05
"189",-0.00950505290478167,9.99999999748979e-05
"190",0.00372892474781098,0.0570000000000164
"191",-0.0376440355676062,0.0900000000000318
"192",-0.0205891284445193,0
"193",-0.0156162155326177,0
"194",-0.0131291389787707,0
"195",-0.0111159521640099,0
"196",-0.00689305719604135,0
"197",-0.004273991026742,0
"198",-0.0026499849079218,-0.0800000000000409
"199",-0.00164309543796778,-0.0800000000000409
"200",-0.0010188164657668,-0.0199999999999818
"201",-0.000631742673354956,0.159999999999968
"202",0.0355885480568389,0.159999999999968
"203",0.0242597130869771,0.259999999999991
"204",-0.00625854222619995,0.259999999999991
"205",-0.0825259228203166,0.199999999999932
"206",-0.0578051719128268,0.0199999999999818
"207",-0.0606882528454261,-0.0399999999999636
"208",-0.0492302888026225,-0.0599999999999454
"209",-0.0378959595863921,-0.0699999999999363
"210",-0.0245003857819639,-0.0799999999999272
"211",0.0110480900248069,-0.0599999999999454
"212",0.00849543248573872,-0.0800000000000409
"213",0.0140315227583094,-0.139999999999986
"214",0.0164980610999301,-0.0844000000000733
"215",0.00422767885600404,-0.0300000000000864
"216",0.0392542912544272,-0.0299999999999727
"217",0.0529383932213917,0.0500000000000682
"218",0.0190764912163328,0.110000000000014
"219",-0.0016903790692088,0.134400000000028
"220",-0.00881812949481531,0.0900000000000318
"221",-0.00946749341462463,0.0699999999999363
"222",-0.0110211980786323,0.0699999999999363
"223",-0.0407698376125501,0.0588999999999942
"224",-0.0279460492944547,-0.0299999999999727
"225",-0.0223859084273895,0.0900000000000318
"226",-0.0174707395687698,0.0900000000000318
"227",-0.0082264902093124,0.0900000000000318
"228",0.00362988240325349,-0.0039000000000442
"229",-0.0503386427367976,0.0149999999999864
"230",-0.0326586991724039,0.00999999999999091
"231",-0.027508022264711,0.0199999999999818
"232",0.0246360156134794,0.0199999999999818
"233",0.0142091977517815,0.365000000000009
"234",-0.0354404398188897,0.375
"235",-0.0244467375444481,0.259199999999964
"236",-0.0201662126027139,0.25
"237",-0.126710940049773,0.269999999999982
"238",-0.0939344385471761,0.210000000000036
"239",-0.0754807631913522,0.200000000000045
"240",-0.0598808684444674,0.100800000000049
"241",-0.0543969597972121,0.230000000000018
"242",-0.114285103648162,0.230000000000018
"243",-0.0764934607297814,0.0399999999999636
"244",-0.0167346067476795,0.0399999999999636
"245",-0.0745975915703879,0.139999999999986
"246",-0.056945002796702,0.00999999999999091
"247",-0.0350922543117419,-0.00999999999999091
"248",-0.0257761856989432,0
"249",-0.0203328900200113,0.00999999999999091
"250",-0.012580486905261,-0.0499999999999545
"251",-0.00735261228676917,0.00999999999999091
"252",-0.00449025803841134,-0.0706000000000131
"253",-0.00717361980590572,-0.0706000000000131
"254",0.021938842840554,-0.080600000000004
"255",-0.0122263376191097,0.059699999999907
"256",0.0303321823702577,0
"257",0.0192554539239002,0.080600000000004
"258",0.0164254855425212,0.080600000000004
"259",-0.0235416797348611,0.080600000000004
"260",-0.0141193535085329,-0.0256999999999152
"261",-0.014300587165053,-0.0199999999999818
"262",-0.0127875602000215,-0.110000000000014
