prediction;real
0.0016;0
0.00016;0
0.0016;0
0.00024;0
-0.00032;0
7.99999999996359e-05;0
0.00072;0
-0.0012;0
-0.00168;0
0.00064;0
0.0012;0
-0.00016;0
0.00152;0
-7.99999999996359e-05;-0.02
-0.04;0
-0.00072;0
0.00368;0
0.00128;0
-8.00000000005241e-05;0
0.00024;0
0.00056;-0.0899
-0.04;0
0.00104;0
0.0016;0
-0.00048;0
0.00392;0
0.00192;0
0.00096;0
0.00224;0
7.99999999996359e-05;0
0.00176;0
-0.00104;0
-0.00056;0
0.0008;0
0.0004;0
0;0
0.0004;0
0;0
-0.00056;0
-0.00056;0
-0.00024;0
0.0004;0
0.00016;0
0.00088;0
8.00000000005241e-05;0
8.00000000005241e-05;0
0.00024;0
0.00056;0
0.00048;0
0.00016;0
-0.0004;0
-0.00016;0
-0.0004;0
-0.0004;0
-0.00016;0
-0.00032;0
-0.0004;0
-0.00024;0
0.00016;0
0.00024;0
0;0
7.99999999996359e-05;0
0.0004;0
0;0
0;0
0.00016;0
8.00000000005241e-05;0
-0.00024;0
-8.00000000005241e-05;0
8.000000000008e-05;0
-8.00000000005241e-05;0
0;0
8.00000000005241e-05;0.1699
0.04;0
-0.00456;0
-0.00096;0
0.0016;0
0.00064;0
0.00016;0
0.00192;0
-0.00216;-0.01
0.04;-0.044
-0.04;0
0.00504;0.094
0.04;0
0.0004;0
-0.00304;0
-0.00296;0
0.00232;0
0.00224;0
0.00088;0
0.00264;0
0.00192;0
0.00056;0
-8.00000000005241e-05;0
0;0
0.0024;0
-0.11808;0
0.00536;0
0.00408;0
0.0016;0
0.04;0
-0.004;0
-0.00176;0
0.002;0
-0.00072;0
0.00128;0
0.0004;0
0.00016;0
-0.00016;-0.06
-0.04;0
0.002;0
0.0028;0
0.00072;0
-0.0004;0
0.00056;0
0.0008;0
-0.00176;0
0.00056;0
-0.0004;0
0.00144;0
0.00256;0
-0.00056;0
-0.00056;0
0.00056;0
0.00048;0
-0.00088;0
0.0008;0
0.00056;0
0.00088;0
-8.000000000008e-05;0
0;0
0.00072;0
-0.00056;0
-0.00072;0
-0.0008;0
0.00064;0
8.000000000008e-05;0
0.00056;0
-0.00032;0
0.00032;0
0.0004;0
-8.000000000008e-05;0
0;0
-8.000000000008e-05;-0.02
-0.04;0
0.08;0
0.00224;0.1
0.04;0
0.00352;0
0.00168;0
-0.0024;0.05
0.04;0
-0.04;0
0.00456;0
-0.00264;0
0.0024;0
0.00064;0
-0.0004;0
0.00432;0.07
0.04;0
-0.0008;0
0.00024;0
0.00152;0
0.00064;0
0.00144;0
-0.00112;0
-0.00048;0
0.00144;0
-0.0004;0
-7.99999999996359e-05;0
0.00184;0
-7.99999999996359e-05;0
-0.00048;0
-0.0012;0
0.00096;0
0.0004;0
0.00072;0
0.00048;0
-0.0008;0
-0.00104;-0.2699
-0.04;0
0.00552;0
0.00088;0
0.00136;0
0.00096;0
7.99999999996359e-05;0
-0.0008;0
-0.00072;0
0.0004;0
-0.00088;0
0.00056;0
0.00064;0
-0.00096;0
0.00192;0
0.00032;0
0.00064;0.1899
0.04;0
-0.00184;0
-0.00056;0
0.00104;0
0.00032;-0.054
-0.04;0
0.00312;0.144
0.04;0
-0.04;0
-0.00056;0.02
0.04;-0.2
-0.04;0
0.0028;0
0.0004;0
0.00144;0
0.00096;0.1
0.04;0
-0.00224;0
-0.00048;0
0.00016;0
0.0016;0
-0.00072;0
-0.07624;0
0.00384;-0.09
0.04;0
-0.04;0.19
0.04;0
-0.08008;0
0.00592;0
0.00248;-0.16
-0.04;0.0399
0.04;0
0.00064;0
0.00064;0
-0.0012;0
0.00048;-0.0639
-0.04;0.064
0.04;0
0.04;0
-0.00632;0
-7.99999999996359e-05;0
-0.00192;0.02
-0.04;0
0.00304;0
0.00264;0
0.0016;0
0.00424;0.1
0.04;0
-0.00336;0
0.0012;0
0.0008;-9.99999999748979e-05
-0.04;0
0.00752;0
0.00272;0
0.00248;-0.0899
-0.04;0.08
0.04008;-0.08
-0.04;0
0.00328;0
0.00192;0.07
0.04;0.005
0.04;0.005
0;0
-0.00048;0
-0.0008;0
0.00104;0
0;0
0.00032;0
-0.00184;0
0.00016;0
0.00152;0
0.00144;-0.01
0.04;0
-0.00432;0
-0.00272;0
-0.00072;0
-0.00048;0
0.00208;0.01
0.04;0
-0.0024;-0.15
-0.04;0
0.04;0
-0.00496;0
0.00144;0
-0.0012;0
0.00208;0
0.00104;0
-0.00144;0
0.00048;0.08
0.04;0
-0.00488;-0.077
-0.04;0
0.0064;0
-0.00296;0
0.0004;0
0.00176;0
0.00128;0
-0.00088;0
-0.00016;0
0.00112;0
0.00056;0
0.00192;0
0.00072;0
0.00128;0
-0.00176;0
0.0012;0
0.00024;0
-0.00032;0
-0.00048;0
-0.0008;0
0.00048;0
-0.00016;0
-0.00016;0
0.00016;0
-7.99999999996359e-05;0
-7.99999999996359e-05;0
-0.00144;0
0.0004;0
-0.0004;0
8.00000000005241e-05;0.057
0.04;-0.04
-0.08;-0.31
-0.04;0
0.00592;0
0.00128;0
-0.0012;0
0.00288;0
-0.00272;0
-0.00032;0.11
0.04;0
-0.00312;0
-0.00152;0
0;0
0.00032;0
-0.00104;0
-0.00032;0
-0.00152;0
0.00168;0
-0.00104;0
0.00016;0
0.00048;0
0.00312;0
7.99999999996359e-05;0.2852
0.04;-0.0677
-0.04;0
0.00464;0
0.0004;0
0.00128;0
0.00024;0
-0.00016;0
-0.0012;0
-0.0008;0
-0.00216;0
0.00224;0
0.00016;0
7.99999999996359e-05;0
0.00016;0
-0.0004;0
-0.00024;0
-0.00096;0
-0.00024;0
-0.00048;-0.2075
-0.04;0
0.00496;0
-0.00048;0
-0.00056;0
-0.00128;0
-0.0016;0
0.0016;0
0.00176;0
-0.00144;0
0.00176;0
0;0
-0.00064;0
-0.00088;0.11
0.04;0
-0.00168;0
0.00144;0
-0.00224;0
0.00024;-0.005
-0.04;0
0.00544;0
0;0
0.00416;0
-0.0024;0
-0.002;0
-0.002;0
-0.00216;0
0.00104;0
8.000000000008e-05;0
0.00112;0
0.00048;0
-0.00072;0.045
0.04;0
-0.00056;0.01
0.04;0
-0.00576;0.04
0.04;0
-0.0044;0
-0.0036;0
-0.00096;0
0.00048;0
7.99999999996359e-05;0
0;0
0.00112;-0.01
-0.04;0.01
0;0
-0.0388;0
0.00168;0
0.0028;0
0.00408;0
-0.00264;-0.03
0.04;-0.045
0;0
0.00384;0
0.0008;0
0.00048;0.025
0.04;0
-0.00304;0
-0.0016;0
8.00000000005241e-05;0.04
0.04;0
-0.0016;0
0.00096;0
-0.00064;0
0.0004;0
-0.00056;-0.07
-0.04;-0.03
-0.08;0
0.04;0
0.00376;0
-0.00152;0.02
-0.04;0.01
0.04;-0.04
-0.04;0
0.00192;-0.04
-0.04;0
0.00512;0
0.00296;0
0.00024;0
0.00056;0
-0.00088;0
-0.00056;0
0.00024;0
0.00064;0
-0.00056;0
-0.0016;0
0.0016;0
0.00016;0
-0.0004;0
-0.00024;0
0;0
-0.0004;0
8.00000000005241e-05;0
-0.00032;0.17
0.04;0
-0.00096;0
0.00104;0
0.00032;0
-0.00048;0
-0.00096;0
0.0008;0
0.0028;-0.05
-0.04;0
-0.03728;0
0.004;0
0.00056;0
-0.0012;0
0.0012;0
0.00176;-0.12
-0.04;-0.02
-0.08;0
0.01088;0
0.0012;0
0.00416;0.1099
0.04;0
-0.00384;0
0.0016;0
-0.00224;0
-0.00104;0
-0.00096;0
0.00064;0
0.00032;0
-0.00152;0
-0.00096;0
-0.0008;-0.1239
-0.04;0
0.00384;0
-0.00024;0
-8.000000000008e-05;0
-0.00112;0
0.00088;0
0.00056;0
0.00128;0
0.00248;0.074
0.04;0.015
0;0
0.00056;0.005
0.04;0
0;0
0.0008;0
0.00248;0
-0.00024;0
0;0
0.00032;0
-8.000000000008e-05;0
0.00032;0
-0.00016;0.055
0.04;0
-0.0008;0
0.00088;0
0.00112;0
-0.00144;0
0.00192;0
0.0016;0
0.00224;0
-0.00176;0
0.00296;0
0.0008;-0.075
-0.04;0
0.00376;0
8.000000000008e-05;0
0.00344;0
0.00272;0
0.00384;0
-0.00048;0
7.99999999996359e-05;0
-0.00056;-0.02
-0.04;0.01
0.04;0
-0.00344;0
-0.0032;0
-0.0008;0
0.00264;0
-0.00128;0.01
0.04;0
-0.00072;0
-0.00232;0
-0.00344;0
-0.00048;0
-0.00184;0
0.00016;0.1
0.04;0
-0.00032;-0.06
-0.04;0
0.04;0
-0.00224;0.01
-0.0032;-0.08
-0.04;-0.0445
0;0
-0.00128;0
-0.0004;0
0.00152;0
-0.00192;0
-0.00056;0
-0.00072;0
0.00048;-0.0855
-0.04;0
0.00368;0
0.00456;0
0;0
-0.0008;0
-0.00056;0
-0.00048;0
7.99999999996359e-05;0
-0.00104;0
-0.00048;0.2272
0.04;0
-0.00216;0
-7.99999999996359e-05;0
0.00272;-0.2172
-0.04;0
-0.27968;0
0.01232;0.109
0.04;-0.369
-0.04;-0.01
-0.04;0
0.00136;0
0.0024;0
0.0032;0
0.00048;0
-0.0032;0.08
0.04;0.08
0.12;0
-0.0028;0
-0.00264;-0.17
-0.04;0
0.00512;0
0.00032;0
0.00136;0.18
0.04;0
0;0
-0.00272;-0.02
-0.04;0
0.04;0
-0.00136;-0.07
-0.04;0
0.08;0
-0.00256;0.17
0.04;0
-0.00464;0
0.0024;-0.0375
-0.04;0
0.0036;0
-0.00048;0
-0.00016;0
-8.000000000008e-05;0.0825
0.04;0
-0.00112;0
0.00048;0
0.0008;0
0.00128;0
-0.0004;0
-0.0004;0
0.00136;0
0.00024;0
-0.00144;0
-0.0008;0
7.99999999996359e-05;0
0.00176;0
-0.00072;0
0.00064;0
0;0
8.000000000008e-05;-0.015
-0.04;-0.05
-0.04;0
0.0792;0
0.00016;-0.0143
-0.04;0
0.00392;0
0.00048;0
0.00112;0
-0.00128;0
-0.00152;0
-0.00048;0
-0.00168;0
0.00016;0
0.00184;0
-0.0008;0
0.0012;0
-0.00048;0
0.00056;0
-0.00112;0
-0.0004;0
0.0004;0
-0.00016;0
-0.00136;-0.0057
-0.04;0.2133
0.04;0
-0.08;-0.1253
0.04;0
-0.00304;-0.118
-0.04;0
0.0028;0
-0.00128;0
-0.00136;0
0.00248;0.03
0.04;-0.04
-0.04;-0.11
-0.04;0
0.0032;0
0.00296;0
0.0028;0
0.00112;0
-0.00096;0
-0.00088;0
0.0004;0
0.0004;0
0.00072;0
-0.00024;0
0.00016;0
0.00096;0
0.00048;0
0.00064;0.12
0.04;0
-0.03992;-0.01
0.04;-0.0101
-0.04;0.0101
0.04;0
-0.00288;0
0.00216;0
-0.00264;0
0.00016;0
-0.00032;0
0.00024;0
0.00232;0
-0.00088;0
0.00168;0
-0.0004;0
-0.00072;0.07
0.04;0
0.00072;0
8.000000000008e-05;0
-0.00144;0
0.00072;0
-0.00024;0
8.000000000008e-05;0.01
0.04;0.12
0.16;0.03
0;0
-0.0064;0
-0.00176;0
-0.00144;0
0.00072;0.03
0.04;0
0.00128;0.02
0.04;0
-0.00216;-0.03
-0.04;0
0.04008;0
-0.00864;0
-0.00296;0
-0.00024;0
0.00088;0.01
-0.04;0
0.00472;0
0.00032;0
0.00136;0
-0.00296;0
0.00136;0
0.00056;0
0.00024;-0.02
-0.04;0
8.000000000008e-05;0
-0.00056;0
0.0048;0
0.00032;0
-7.99999999996359e-05;0
-0.00248;-0.07
0.00056;0
0.00176;0
0.00256;-0.09
-0.04;0
0.00384;0
8.000000000008e-05;0
-0.00024;0
-0.0016;0
0.00032;0
-0.00056;0
-0.0016;-0.03
-0.04;0
-0.04;0.172
0.04;0
0.00016;0
0.0008;-0.202
-0.04;0
0.00192;-0.03
-0.04;0
0.00576;0
0.00152;0
-0.00032;-0.02
-0.04;0
0.00048;0
0.00064;0
0.00056;0
0.00296;0
0.00072;0
0.00136;0
0.00064;0
-0.00056;0
-0.00056;0
0.00032;0
0.00104;0
0.00024;0
0.00016;0
0.00032;0
-0.00064;0
-0.00112;0
0.00032;0
0.0008;0
0.00048;0
-0.0008;0
8.000000000008e-05;0
0.00024;0
7.99999999996359e-05;0
-0.00032;0
8.000000000008e-05;0
0;0
0;0
0.00048;0
-0.00136;0
-0.00064;0
0.00032;0
-8.000000000008e-05;0
-8.000000000008e-05;0
-0.0004;0
-0.00016;0
0;0
0.00024;0
-0.00016;0
0.00016;0
8.000000000008e-05;0
-8.000000000008e-05;0
-0.00016;0
-0.00032;0
-0.00032;0
8.000000000008e-05;0
-8.000000000008e-05;0
0;0
8.000000000008e-05;0
-8.000000000008e-05;0
8.000000000008e-05;0
-0.00016;0
-8.000000000008e-05;0
-8.000000000008e-05;0
0;0
0;0
0;0
8.000000000008e-05;0
-8.000000000008e-05;0
0;0
-8.000000000008e-05;0.03
0.04;0.06
0.04;0
-0.00344;0
0.00024;0
-0.00088;0
-0.00256;0
0.00192;0
0.00056;-0.2799
-0.04;0
0.00424;0
0.00064;0
0.0016;0.2399
0.04;0
-0.08;0
0.00272;0
0.00136;0
0.00224;0
0.00136;0
-0.00024;0
-0.00128;0
-0.00104;0
-7.99999999996359e-05;0
-0.00056;0
0.00088;0
-0.0008;0
-0.00048;-0.05
0.04;-0.0508
-0.04;0
0.00192;0
0.00264;-0.0792
-0.04;0
0.0012;0
0.04008;0
-0.00384;0.05
-0.00184;0
0;0
0.00112;0
-0.0008;0
0.00096;0
-0.00048;0
8.000000000008e-05;0
-0.00016;0
-8.000000000008e-05;0
0.00032;0
-0.00056;0
8.000000000008e-05;0.06
0.04;0
-0.00272;0
-0.00296;0
-0.00016;0
0.00088;0
-7.99999999996359e-05;0
-0.00224;0
0.00208;0
0.00208;0
0.00024;0
-0.00024;0
0.00016;0
-0.0004;0
0.00088;0
-0.0016;0
0.0008;0
0;0
-0.00016;0.02
0.04;0
0.04;0.03
0.04;0
0.04;0
-0.00744;0
-0.00208;0
0.00048;0
-0.0012;0
0.00144;0
0.00056;0
0.00256;0
0.00168;0
-0.04;0
0.00376;0.016
0.04;0
0.00048;0
-0.00136;0
0.00136;0
0.00024;0
0.00168;0
-0.00128;0
-0.0016;0
0.00112;0
0.00096;0
-0.00016;0
-0.00112;0
0.00192;0
0;0
0.00064;0
-0.00056;0
-0.00016;0
-0.00024;0
0.00232;0
-8.000000000008e-05;0.069
0.04;0
-0.00608;0
0.00056;0
-0.0008;0
0.00032;0
0.00144;0
0.0016;0.005
0.04;0
-0.12;0
0.0128;0
0.00432;0
0.00544;0
0.00224;0
-0.00048;0
0.00128;0
8.000000000008e-05;0
-0.00032;0
0.00192;0
0.00104;0
0.00056;0
-0.00096;0
0.00096;0
-0.00032;0
0.00096;0
0.00056;0
-8.000000000008e-05;0
-0.00064;0.08
0.04;0
-0.04328;0
0.00088;0
0.00104;0
0.00096;0
0.0012;0
-0.00112;-0.069
-0.04;0
0.00224;0
0.0012;0.069
0.04;0
-0.00528;0
-0.00272;0.02
0.04;-0.01
-0.04;0.02
0.04;-0.13
-0.16;0
0.0072;0
-0.00064;0
0.00168;0
0.00064;0
0.00256;0
-0.00096;0
-0.00072;0
0;0
0.00032;0
0.00104;0
-0.00056;0
-8.000000000008e-05;0
0.00016;0
0.00016;0
-0.00024;0
-0.00024;0
8.000000000008e-05;0
8.000000000008e-05;0
0;0
0.0004;0
0.00016;0
0.00048;0
0;0
0;0
0;0
-0.00024;0
-8.000000000008e-05;0
0.00032;0
0;0
-0.00016;0
0.00016;0
0.00032;0
-8.000000000008e-05;0
0.00016;0
-8.000000000008e-05;0
0;0
8.000000000008e-05;0
0;0.035
0.04;0
-0.00288;0
-0.00152;0
-0.00128;0
0.00232;0
-0.0004;0
0.0008;0
-0.00096;0
-0.00048;0
8.000000000008e-05;0
-0.00048;0
0.0004;0
0.0004;-0.005
-0.04;0
-0.03824;0
0.00304;0
0.00128;0
-0.00152;0
-0.00032;0
0.00072;0
0.00024;0
-0.00064;0
-7.99999999996359e-05;0
-8.000000000008e-05;-0.1
-0.04;0.01
8.000000000008e-05;0
0.08;0
-0.0012;0
0.00096;0
0.00048;0
-0.00232;0
0.00056;0.005
-0.04;0
0.00072;0
0.00096;0
0.004;0
-0.00024;0
-0.00048;0
-0.00024;0
0.00296;0
0.00144;0
0.00128;0.005
0.04;0
-0.00256;0
-0.00024;0
-8.000000000008e-05;0
0.0004;0
0.00064;0
0.00232;0
0.00056;0
-0.00208;0
